Justin_Rampling@surat.com,2018-05-30 12:17:38,Justin,Rampling,Snatch Shrug,30,3,15
Trevor_Peters@yahoo.com.ar,2018-05-14 03:14:06,Trevor,Peters,Lying High Bench Barbell Curl,15,3,15
Evan_Parsons@cyberleports.com,2018-05-20 05:05:58,Evan,Parsons,Dumbbell Squat To A Bench,15,3,12
Tracey_Peake@sendme.cz,2018-05-25 02:05:38,Tracey,Peake,Snatch Deadlift,30,2,15
Gabrielle_Sutherland@karachian.com,2018-05-13 07:45:54,Gabrielle,Sutherland,Cable Shoulder Press,15,3,10
Ian_Henderson@mail2patrick.com,2018-05-25 01:15:11,Ian,Henderson,Linear Depth Jump,30,2,10
Diane_Hill@mail2student.com,2018-05-08 18:15:55,Diane,Hill,Cable Chest Press,15,2,10
Harry_Sharp@classicmail.co.za,2018-05-07 15:07:19,Harry,Sharp,Clean Deadlift,30,3,10
Warren_Reid@mail2joel.com,2018-05-12 14:59:37,Warren,Reid,Seated Good Mornings,15,3,10
Anna_Thomson@e-mail.ru,2018-05-18 10:50:56,Anna,Thomson,Latissimus Dorsi-SMR,15,3,15
Molly_Butler@vote-hillary.com,2018-05-28 06:42:47,Molly,Butler,Stiff-Legged Dumbbell Deadlift,15,3,12
Jessica_Mills@mail2mors.com,2018-05-09 17:32:57,Jessica,Mills,Chair Upper Body Stretch,30,3,10
Ava_Jackson@mail2pilot.com,2018-05-25 14:37:15,Ava,Jackson,Frankenstein Squat,30,2,15
Jan_Gill@mail2cambodia.com,2018-05-26 21:47:27,Jan,Gill,Sled Reverse Flye,30,3,12
Emily_Kerr@mail2recycle.com,2018-05-27 08:19:50,Emily,Kerr,T-Bar Row with Handle,15,3,12
Edward_Dyer@navigator.lv,2018-05-07 18:01:29,Edward,Dyer,Incline Push-Up Medium,30,3,12
Tim_Dyer@topmail.com.ar,2018-05-11 00:32:03,Tim,Dyer,Bodyweight Lunge,15,3,12
Dan_Underwood@mail2dominic.com,2018-05-26 17:19:43,Dan,Underwood,Narrow Stance Squats,15,3,10
Christopher_Greene@mail2afghanistan.com,2018-05-15 07:39:35,Christopher,Greene,Body Triceps Press Using Flat Bench,30,3,10
Edward_Alexander@email.cz,2018-05-15 18:39:04,Edward,Alexander,Cable Crossover,15,2,12
Neil_Parsons@mail2togo.com,2018-05-10 21:26:49,Neil,Parsons,Double Kettlebell Jerk,30,2,15
Diana_Ball@ilse.nl,2018-05-06 19:32:34,Diana,Ball,Hang Snatch,15,3,15
Christian_Welch@mail2athlete.com,2018-05-13 12:10:44,Christian,Welch,Upright Barbell Row,30,2,12
Gordon_Payne@agoodmail.com,2018-05-29 00:09:45,Gordon,Payne,Ankle On The Knee,15,3,12
Anna_Abraham@netsquare.com,2018-05-20 13:35:34,Anna,Abraham,Hanging Bar Good Morning,15,2,12
Molly_Powell@mail2anna.com,2018-05-11 11:24:19,Molly,Powell,Split Jerk,30,3,10
Abigail_Dowd@roosh.com,2018-05-06 07:28:37,Abigail,Dowd,Deficit Deadlift,30,2,10
Rachel_Rees@mail2grandpa.com,2018-05-30 11:10:30,Rachel,Rees,Sledgehammer Swings,30,2,10
Molly_Carr@zuzzurello.com,2018-05-16 06:39:03,Molly,Carr,Dip Machine,30,3,15
Abigail_Forsyth@arabia.com,2018-05-09 11:48:09,Abigail,Forsyth,One-Arm Plank Dumbbell Biceps Curl,15,3,15
Brian_Vance@warmmail.com,2018-05-08 07:57:02,Brian,Vance,Dead Bug,15,2,10
Bella_North@mail2italian.com,2018-05-11 14:29:41,Bella,North,Power Jerk,30,3,10
Harry_Campbell@dfwatson.com,2018-05-13 05:34:56,Harry,Campbell,Supine Chest Throw,30,3,15
Harry_Poole@cornells.com,2018-05-09 16:09:55,Harry,Poole,Front Box Jump,30,2,15
Alison_Robertson@coldmail.com,2018-05-25 05:10:56,Alison,Robertson,Neck Press,30,3,15
Alexander_Campbell@usa.com,2018-05-29 18:23:08,Alexander,Campbell,Preacher Curl,30,2,15
Theresa_Henderson@mail2amber.com,2018-05-27 07:31:05,Theresa,Henderson,Medicine-Ball Push-Up,30,2,10
Justin_Ball@tiscali.be,2018-05-08 07:23:16,Justin,Ball,Inverted Row,15,3,15
Ella_Mitchell@1internetdrive.com,2018-05-05 17:29:01,Ella,Mitchell,Medicine Ball Scoop Throw,30,3,10
Agata_Springer@mail2frank.com,2018-05-18 14:41:00,Agata,Springer,Romanian Deadlift With Dumbbells,15,3,10
Mary_Manning@columnist.com,2018-05-11 02:03:41,Mary,Manning,Glute Ham Raise,15,3,15
Katherine_Scott@mail2rudy.com,2018-05-19 22:17:31,Katherine,Scott,Rockers (Pullover To Press) Straight Bar,15,2,15
Zoe_Jones@kiwitown.com,2018-05-05 10:47:15,Zoe,Jones,Cable Shoulder Press,30,2,10
Jonathan_Ellis@visualcities.com,2018-05-20 01:01:45,Jonathan,Ellis,Alien Squat,30,3,12
Gordon_Lewis@nemra1.com,2018-05-08 06:32:02,Gordon,Lewis,Cat Stretch,30,3,12
Rose_Simpson@wheelweb.com,2018-05-26 16:01:37,Rose,Simpson,Thigh Adductor,15,3,12
Michelle_Hunter@iamwaiting.com,2018-05-23 18:14:59,Michelle,Hunter,Forward Drag with Press,30,3,12
Gabrielle_Kerr@mail2lucy.com,2018-05-30 22:34:24,Gabrielle,Kerr,Wide Stance Stiff Legs,15,3,15
Kylie_Bell@eastmail.com,2018-05-15 03:53:41,Kylie,Bell,Close-Grip EZ Bar Curl,30,3,12
Virginia_Hunter@rn.com,2018-05-20 01:41:28,Virginia,Hunter,Lying Prone Quadriceps,30,2,10
Adam_Glover@mail2glen.com,2018-05-15 11:34:10,Adam,Glover,One-Arm Open Palm Kettlebell Clean,15,3,12
Christopher_Jackson@mail2poseidon.com,2018-05-19 00:39:49,Christopher,Jackson,Jumping Jacks,30,2,15
Elizabeth_Clark@chauhanweb.com,2018-05-24 10:12:14,Elizabeth,Clark,Clean,15,2,15
Evan_Blake@kumarweb.com,2018-05-11 01:01:54,Evan,Blake,Backward Medicine Ball Throw,15,3,12
Trevor_Cornish@mail2janet.com,2018-05-26 08:55:06,Trevor,Cornish,Butt Kicks,15,3,15
Melanie_Miller@mail2usa.com,2018-05-10 03:52:27,Melanie,Miller,Partner Flat-Bench Back Extension,30,2,15
Richard_Welch@in-box.net,2018-05-27 23:09:18,Richard,Welch,Shoulder Press - With Bands,15,2,15
Evan_Poole@mail2jay.com,2018-05-24 16:59:16,Evan,Poole,Wide-Grip Barbell Bench Press,30,2,10
Katherine_Cornish@mail2life.com,2018-05-21 02:17:03,Katherine,Cornish,Suspended Chest Fly,30,2,10
Diana_Hill@freeghana.com,2018-05-10 14:42:30,Diana,Hill,Incline Push-Up Close-Grip,15,3,12
Wendy_Davies@palestinemail.com,2018-05-26 04:46:11,Wendy,Davies,Dumbbell Front Squat,30,2,12
Owen_Martin@correo.terra.com.gt,2018-05-09 05:34:56,Owen,Martin,Medicine Ball Ninja,15,3,12
Elizabeth_Payne@mail2caterer.com,2018-05-20 10:32:36,Elizabeth,Payne,Weighted Jump Squat,30,2,12
Robert_Hughes@india.com,2018-05-22 07:29:07,Robert,Hughes,Bicycling Stationary,30,2,10
Ryan_Powell@1webave.com,2018-05-07 06:57:47,Ryan,Powell,Cat Stretch,30,3,10
Blake_Fisher@federalcontractors.com,2018-05-13 18:42:09,Blake,Fisher,Preacher Curl,15,3,10
Gabrielle_Marshall@saintly.com,2018-05-23 09:04:56,Gabrielle,Marshall,Alien Squat,15,3,10
Kimberly_Smith@mail2mygsm.com,2018-05-23 10:12:03,Kimberly,Smith,Two-Arm Dumbbell Preacher Curl,15,3,12
Kimberly_Clarkson@intermail.co.il,2018-05-06 15:38:44,Kimberly,Clarkson,Walking Lunge With Overhead Weight,30,2,12
Katherine_Hodges@ip3.com,2018-05-06 11:52:27,Katherine,Hodges,Preacher Hammer Dumbbell Curl,30,3,15
Ryan_Wright@city-of-swansea.com,2018-05-10 12:48:30,Ryan,Wright,Glute Ham Raise,15,3,12
Matt_Bailey@mail2turbo.com,2018-05-09 03:15:38,Matt,Bailey,Conan's Wheel,15,2,15
Stephen_Duncan@mail2single.com,2018-05-12 18:13:31,Stephen,Duncan,Weighted Sissy Squat,15,2,10
Vanessa_Lee@1under.com,2018-05-17 08:01:03,Vanessa,Lee,Seated One-Arm Dumbbell Palms-Up Wrist Curl,30,2,15
Robert_Poole@mail2rita.com,2018-05-06 09:21:09,Robert,Poole,Shoulder Press - With Bands,30,2,10
Kimberly_North@the-brazilian.com,2018-05-27 22:23:02,Kimberly,North,Chest Push (single response),30,3,15
Joseph_Quinn@celineclub.com,2018-05-26 13:07:49,Joseph,Quinn,Child's Pose,30,2,12
Michelle_Jones@mail2sports.com,2018-05-25 22:40:22,Michelle,Jones,Standing Dumbbell Upright Row,15,3,15
Sonia_Hart@smapxsmap.net,2018-05-16 06:09:32,Sonia,Hart,Catch and Overhead Throw,15,2,10
Evan_Ogden@mail2eric.com,2018-05-21 22:11:34,Evan,Ogden,Face Pull,15,3,15
Jonathan_May@nandomail.com,2018-05-24 22:10:25,Jonathan,May,Kneeling Forearm Stretch,15,3,15
Gabrielle_Berry@ezcybersearch.com,2018-05-12 19:33:35,Gabrielle,Berry,Tiger-Bend Push-Up,30,3,15
Abigail_Clarkson@skim.com,2018-05-10 02:58:08,Abigail,Clarkson,Leg Lift,15,2,15
Warren_Short@powerfan.com,2018-05-07 00:06:42,Warren,Short,One-Arm Incline Lateral Raise,15,2,12
Benjamin_Abraham@mail2massachusetts.com,2018-05-08 07:24:19,Benjamin,Abraham,Cable Internal Rotation,15,3,10
Sophie_Stewart@mail2tv.com,2018-05-22 20:57:14,Sophie,Stewart,Reverse Band Sumo Deadlift,30,3,15
Nathan_Ball@mail.kmsp.com,2018-05-28 15:50:42,Nathan,Ball,Single-Leg Skater Squat,15,2,15
Thomas_Rampling@kaazoo.com,2018-05-06 05:27:02,Thomas,Rampling,Running Treadmill,15,2,10
Lauren_McDonald@she.com,2018-05-27 08:53:54,Lauren,McDonald,One-Arm Kettlebell Para Press,30,3,12
Joan_Peake@icqmail.com,2018-05-19 05:20:22,Joan,Peake,Overhead Slam,30,3,15
Evan_Randall@atl.lv,2018-05-18 00:49:12,Evan,Randall,Front Cone Hops (or hurdle hops),15,3,10
Liam_Cornish@mail2australia.com,2018-05-08 19:24:45,Liam,Cornish,Clean Shrug,30,3,15
Kimberly_Campbell@cyber4all.com,2018-05-10 07:32:40,Kimberly,Campbell,Barbell Curl,15,3,15
Steven_Bailey@consultant.com,2018-05-27 14:40:58,Steven,Bailey,Overhead Slam,15,2,15
Jennifer_Davies@doctor.com,2018-05-24 03:16:40,Jennifer,Davies,Single Dumbbell Raise,15,3,10
Joseph_Lewis@eircom.net,2018-05-10 21:53:32,Joseph,Lewis,Press Sit-Up,30,2,12
Joe_Cornish@mail2casey.com,2018-05-11 00:06:28,Joe,Cornish,Front Box Jump,15,3,15
Wanda_Higgins@votenet.com,2018-05-08 15:34:34,Wanda,Higgins,Smith Machine Squat,15,2,10
Pippa_Howard@hotmail.kz,2018-05-24 01:56:54,Pippa,Howard,Supine Two-Arm Overhead Throw,30,2,12
Kylie_Vance@mail2santa.com,2018-05-18 18:50:20,Kylie,Vance,Dumbbell Side Bend,15,2,10
Oliver_Peters@mail2dustin.com,2018-05-15 06:50:08,Oliver,Peters,Atlas Stone Trainer,30,3,10
Angela_Springer@chirk.com,2018-05-09 07:56:29,Angela,Springer,Flexor Incline Dumbbell Curls,15,2,15
Liam_Bower@ezmail.egine.com,2018-05-16 08:05:10,Liam,Bower,Flexor Incline Dumbbell Curls,15,2,10
Rebecca_Miller@mindspring.com,2018-05-30 09:05:25,Rebecca,Miller,All Fours Quad Stretch,30,2,15
Julia_Short@fromwyoming.com,2018-05-19 10:18:12,Julia,Short,Kneeling Jump Squat,30,3,12
Andrew_Bailey@mail2why.com,2018-05-18 09:24:04,Andrew,Bailey,Decline Reverse Crunch,15,3,10
Andrew_Gill@free-org.com,2018-05-19 07:42:12,Andrew,Gill,Lying Face Down Plate Neck Resistance,15,2,15
Jack_Paige@ezmail.ru,2018-05-14 08:19:07,Jack,Paige,Single-Arm Push-Up,15,2,15
Joe_McLean@wearab.net,2018-05-16 21:05:23,Joe,McLean,Standing Pelvic Tilt,30,2,15
Stephen_McGrath@mail2iran.com,2018-05-16 06:25:00,Stephen,McGrath,Split Squat with Dumbbells,30,2,12
Grace_Robertson@popstar.com,2018-05-08 07:40:34,Grace,Robertson,Barbell Side Bend,15,2,12
Jason_Vance@mail2mp3.com,2018-05-29 11:34:40,Jason,Vance,Shoulder Press - With Bands,30,2,12
Grace_Davidson@mail2maybe.com,2018-05-16 20:21:25,Grace,Davidson,Bradford/Rocky Presses,30,2,12
Sonia_Black@myway.com,2018-05-15 06:37:43,Sonia,Black,Kettlebell Dead Clean,15,3,12
Molly_Davidson@fromidaho.com,2018-05-10 14:25:48,Molly,Davidson,Dumbbell Goblet Squat,30,2,10
Jack_Oliver@pulp-fiction.com,2018-05-24 03:56:01,Jack,Oliver,Standing One-Arm Cable Curl,15,2,15
Charles_Davies@mail2newzealand.com,2018-05-14 04:39:33,Charles,Davies,Double Kettlebell Jerk,15,3,10
Cameron_Ball@raakim.com,2018-05-28 21:11:45,Cameron,Ball,Seated Bent-Over One-Arm Dumbbell Triceps Extension,15,2,15
Sam_Graham@mail2atom.com,2018-05-06 14:23:17,Sam,Graham,Close-Stance Dumbbell Front Squat,30,2,10
Chloe_Powell@mail2miami.com,2018-05-09 01:58:32,Chloe,Powell,Cross Body Hammer Curl,15,3,15
Yvonne_Gibson@automotiveauthority.com,2018-05-18 05:06:05,Yvonne,Gibson,Catch and Overhead Throw,30,2,12
Joan_Ross@city-of-swansea.com,2018-05-17 20:07:15,Joan,Ross,Feet-Elevated TRX Push-Up,15,2,12
Liam_Carr@mail2zeus.com,2018-05-29 00:36:51,Liam,Carr,Dips - Triceps Version,15,3,15
Jonathan_Ogden@the-mailinglist.com,2018-05-25 16:51:42,Jonathan,Ogden,Alternating Renegade Row,15,3,15
Penelope_Mitchell@racedriver.com,2018-05-22 11:16:40,Penelope,Mitchell,Bent Over One-Arm Long Bar Row,15,3,10
Evan_Buckland@thisgirl.com,2018-05-29 10:00:32,Evan,Buckland,Incline Dumbbell Press Reverse-Grip,30,3,15
Adam_Pullman@mail2jake.com,2018-05-18 17:45:12,Adam,Pullman,EZ-Bar Curl,30,3,15
Julia_Ball@govolsfan.com,2018-05-25 20:10:34,Julia,Ball,Lateral Band Walk,30,2,15
Oliver_Lee@representative.com,2018-05-11 05:42:38,Oliver,Lee,Balance Board,30,2,12
Alan_Wallace@the-captain.com,2018-05-28 21:57:45,Alan,Wallace,Barbell Squat To A Box,30,2,15
Olivia_Hemmings@nightmail.com,2018-05-27 17:59:14,Olivia,Hemmings,Low Cable Crossover,30,2,12
Jane_Mitchell@mail2white.com,2018-05-10 05:55:19,Jane,Mitchell,Barbell Full Squat,30,2,12
Adam_Sanderson@felicity.com,2018-05-27 02:44:39,Adam,Sanderson,Dumbbell Pistol Squat,15,3,15
Boris_Hunter@earthcam.net,2018-05-09 17:36:57,Boris,Hunter,Adductor,30,2,15
Tim_Hemmings@uno.it,2018-05-17 20:11:22,Tim,Hemmings,Dumbbell Lunge and Curl,30,3,10
Anna_Brown@dawsonmail.com,2018-05-24 23:28:10,Anna,Brown,Seated Scissor Kick,30,3,10
Sally_Newman@dynamitemail.com,2018-05-20 14:42:20,Sally,Newman,Front Cone Hops (or hurdle hops),15,3,15
Caroline_Ferguson@mail2adventure.com,2018-05-19 03:37:56,Caroline,Ferguson,Lower Back Curl,30,3,10
Joanne_Walker@mail2newmexico.com,2018-05-19 01:45:48,Joanne,Walker,Overhead Squat,15,3,12
Grace_Hughes@vr9.com,2018-05-26 22:08:32,Grace,Hughes,Standing Biceps Stretch,30,3,12
Sarah_Russell@netspeedway.com,2018-05-29 03:36:32,Sarah,Russell,Fire Hydrant,15,2,15
Megan_Allan@samilan.net,2018-05-20 18:11:24,Megan,Allan,One-Arm Plank Dumbbell Biceps Curl,15,3,12
David_Paige@ghostmail.com,2018-05-27 00:08:51,David,Paige,Calf Raise On A Dumbbell,30,2,12
Kimberly_Jackson@mail2flexible.com,2018-05-28 22:05:16,Kimberly,Jackson,Seated Biceps,30,3,12
Vanessa_Clarkson@techpointer.com,2018-05-14 21:46:49,Vanessa,Clarkson,Anti-Gravity Press,15,3,10
Gordon_Wilkins@ireland.com,2018-05-20 18:18:33,Gordon,Wilkins,Rack Pull with Bands,15,3,15
Carol_Ball@emailforyou.net,2018-05-27 16:42:23,Carol,Ball,Bench Dips,30,2,10
Sophie_Fisher@fromminnesota.com,2018-05-11 20:18:48,Sophie,Fisher,Chair Upper Body Stretch,15,2,15
Katherine_Dickens@trust-me.com,2018-05-13 16:33:36,Katherine,Dickens,One-Arm Plank Dumbbell Biceps Curl,15,2,12
Mary_Payne@fbi-agent.com,2018-05-28 10:04:45,Mary,Payne,Pull Through,15,2,10
Stephanie_Reid@starplace.com,2018-05-30 15:18:24,Stephanie,Reid,Decline Dumbbell Bench Press,30,3,10
Oliver_Hughes@mail2montana.com,2018-05-27 18:58:54,Oliver,Hughes,Forward Band Walk,30,2,10
Joshua_Payne@mail2stuntman.com,2018-05-27 10:28:49,Joshua,Payne,T-Bar Row with Handle,15,2,12
Sarah_Underwood@abcflash.net,2018-05-16 23:45:07,Sarah,Underwood,Lying Hamstring,15,3,15
Anna_Brown@mail2laura.com,2018-05-22 21:49:46,Anna,Brown,Seated Overhead Stretch,15,3,10
Leah_Payne@mail2register.com,2018-05-11 09:19:07,Leah,Payne,Lunge Sprint,15,3,12
Adelaide_Parr@ecompare.com,2018-05-23 10:17:16,Adelaide,Parr,Narrow Stance Squats,30,2,15
Angela_Churchill@mail2connecticut.com,2018-05-09 12:37:30,Angela,Churchill,Bent Over Barbell Row,30,2,15
Theresa_Martin@canada-11.com,2018-05-12 23:22:35,Theresa,Martin,Weighted Jump Squat,15,2,12
Jan_Wilkins@mail2athena.com,2018-05-24 15:14:39,Jan,Wilkins,Partner Side-To-Side Russian Twist & Pass,15,2,12
Jan_Reid@mail2ken.com,2018-05-30 22:21:03,Jan,Reid,Barbell Incline Bench Press Medium-Grip,15,3,15
Joe_Hardacre@filipinolinks.com,2018-05-12 23:21:07,Joe,Hardacre,Dumbbell Pistol Squat,30,2,15
Andrea_Bell@mail2tunisia.com,2018-05-23 18:53:56,Andrea,Bell,Sumo Deadlift with Bands,30,2,10
Keith_Grant@cyberleports.com,2018-05-12 19:41:33,Keith,Grant,Foot-SMR,15,3,10
Evan_Oliver@mail2elliot.com,2018-05-16 18:26:26,Evan,Oliver,Scissor Kick,15,3,15
Andrew_Baker@bigfoot.de,2018-05-09 00:08:29,Andrew,Baker,Jog In Place,30,2,12
